data,regiao,precipitacao_mm,temperatura_media_c,temperatura_max_c
2015-09-20,Uberlandia-MG (Milho),0.0,24.04,33.23
2015-09-21,Uberlandia-MG (Milho),0.0,24.66,33.54
2015-09-22,Uberlandia-MG (Milho),0.01,25.75,34.57
2015-09-23,Uberlandia-MG (Milho),0.0,27.18,35.72
2015-09-24,Uberlandia-MG (Milho),0.0,29.09,37.41
2015-09-25,Uberlandia-MG (Milho),0.85,28.73,37.35
2015-09-26,Uberlandia-MG (Milho),0.03,28.6,37.1
2015-09-27,Uberlandia-MG (Milho),0.15,28.3,36.9
2015-09-28,Uberlandia-MG (Milho),2.9,24.05,27.1
2015-09-29,Uberlandia-MG (Milho),0.37,22.41,26.38
2015-09-30,Uberlandia-MG (Milho),0.43,24.68,32.0
2015-10-01,Uberlandia-MG (Milho),0.0,27.65,35.93
2015-10-02,Uberlandia-MG (Milho),0.0,28.52,36.19
2015-10-03,Uberlandia-MG (Milho),0.0,28.77,36.57
2015-10-04,Uberlandia-MG (Milho),0.05,27.81,36.03
2015-10-05,Uberlandia-MG (Milho),0.0,27.77,36.5
2015-10-06,Uberlandia-MG (Milho),0.01,28.45,36.96
2015-10-07,Uberlandia-MG (Milho),0.09,29.49,36.33
2015-10-08,Uberlandia-MG (Milho),0.72,29.17,36.14
2015-10-09,Uberlandia-MG (Milho),0.03,28.97,36.63
2015-10-10,Uberlandia-MG (Milho),0.05,28.2,35.83
2015-10-11,Uberlandia-MG (Milho),0.0,28.03,36.81
2015-10-12,Uberlandia-MG (Milho),0.0,28.8,36.61
2015-10-13,Uberlandia-MG (Milho),0.0,28.8,36.87
2015-10-14,Uberlandia-MG (Milho),0.0,28.71,37.68
2015-10-15,Uberlandia-MG (Milho),0.0,29.46,38.68
2015-10-16,Uberlandia-MG (Milho),0.0,30.11,38.96
2015-10-17,Uberlandia-MG (Milho),0.0,31.18,39.79
2015-10-18,Uberlandia-MG (Milho),0.0,30.61,38.57
2015-10-19,Uberlandia-MG (Milho),0.0,30.62,38.47
2015-10-20,Uberlandia-MG (Milho),0.0,31.42,39.44
2015-10-21,Uberlandia-MG (Milho),0.04,31.51,38.77
2015-10-22,Uberlandia-MG (Milho),8.73,28.8,35.15
2015-10-23,Uberlandia-MG (Milho),5.49,26.69,32.77
2015-10-24,Uberlandia-MG (Milho),0.04,28.1,35.45
2015-10-25,Uberlandia-MG (Milho),1.13,27.06,33.16
2015-10-26,Uberlandia-MG (Milho),6.27,23.61,26.22
2015-10-27,Uberlandia-MG (Milho),10.44,24.72,30.13
2015-10-28,Uberlandia-MG (Milho),5.58,24.23,28.63
2015-10-29,Uberlandia-MG (Milho),8.1,25.28,31.22
2015-10-30,Uberlandia-MG (Milho),9.72,24.52,30.59
2015-10-31,Uberlandia-MG (Milho),6.21,23.36,28.07
2015-11-01,Uberlandia-MG (Milho),25.69,22.32,24.62
2015-11-02,Uberlandia-MG (Milho),10.5,22.78,25.8
2015-11-03,Uberlandia-MG (Milho),5.62,23.49,27.91
2015-11-04,Uberlandia-MG (Milho),3.09,24.57,30.1
2015-11-05,Uberlandia-MG (Milho),0.42,25.18,31.6
2015-11-06,Uberlandia-MG (Milho),0.27,25.38,31.77
2015-11-07,Uberlandia-MG (Milho),2.93,24.16,30.01
2015-11-08,Uberlandia-MG (Milho),1.02,24.12,29.38
2015-11-09,Uberlandia-MG (Milho),0.27,25.55,32.05
2015-11-10,Uberlandia-MG (Milho),1.32,26.45,33.0
2015-11-11,Uberlandia-MG (Milho),0.93,26.58,33.08
2015-11-12,Uberlandia-MG (Milho),4.1,26.45,31.69
2015-11-13,Uberlandia-MG (Milho),12.27,25.87,32.85
2015-11-14,Uberlandia-MG (Milho),15.75,24.03,27.4
2015-11-15,Uberlandia-MG (Milho),6.18,23.66,27.91
2015-11-16,Uberlandia-MG (Milho),4.94,24.38,29.65
2015-11-17,Uberlandia-MG (Milho),21.53,24.54,29.38
2015-11-18,Uberlandia-MG (Milho),10.55,24.79,28.18
2015-11-19,Uberlandia-MG (Milho),7.98,24.54,28.65
2015-11-20,Uberlandia-MG (Milho),5.03,24.65,29.49
2015-11-21,Uberlandia-MG (Milho),5.71,24.69,29.48
2015-11-22,Uberlandia-MG (Milho),3.32,24.61,28.9
2015-11-23,Uberlandia-MG (Milho),18.69,24.67,28.47
2015-11-24,Uberlandia-MG (Milho),10.27,23.37,26.72
2015-11-25,Uberlandia-MG (Milho),1.76,22.51,26.23
2015-11-26,Uberlandia-MG (Milho),0.04,24.25,30.2
2015-11-27,Uberlandia-MG (Milho),1.04,24.63,29.2
2015-11-28,Uberlandia-MG (Milho),9.75,24.25,28.58
2015-11-29,Uberlandia-MG (Milho),6.15,24.24,28.99
2015-11-30,Uberlandia-MG (Milho),6.47,24.6,29.42
2015-12-01,Uberlandia-MG (Milho),1.66,23.71,27.32
2015-12-02,Uberlandia-MG (Milho),18.81,24.21,28.52
2015-12-03,Uberlandia-MG (Milho),13.03,24.85,30.14
2015-12-04,Uberlandia-MG (Milho),5.64,25.07,30.6
2015-12-05,Uberlandia-MG (Milho),5.97,24.1,27.64
2015-12-06,Uberlandia-MG (Milho),24.85,22.86,25.84
2015-12-07,Uberlandia-MG (Milho),14.25,23.61,27.61
2015-12-08,Uberlandia-MG (Milho),7.91,24.38,28.48
2015-12-09,Uberlandia-MG (Milho),4.92,23.08,26.43
2015-12-10,Uberlandia-MG (Milho),4.02,23.59,27.41
2015-12-11,Uberlandia-MG (Milho),11.41,24.07,28.64
2015-12-12,Uberlandia-MG (Milho),4.46,24.86,29.74
2015-12-13,Uberlandia-MG (Milho),2.25,23.36,26.98
2015-12-14,Uberlandia-MG (Milho),0.13,23.35,27.47
2015-12-15,Uberlandia-MG (Milho),2.01,24.38,28.95
2015-12-16,Uberlandia-MG (Milho),0.51,23.6,27.42
2015-12-17,Uberlandia-MG (Milho),0.99,24.37,28.8
2015-12-18,Uberlandia-MG (Milho),7.62,25.08,29.94
2015-12-19,Uberlandia-MG (Milho),0.85,24.46,28.3
2015-12-20,Uberlandia-MG (Milho),6.57,23.6,27.77
2015-12-21,Uberlandia-MG (Milho),2.45,23.69,28.68
2015-12-22,Uberlandia-MG (Milho),1.06,24.02,28.57
2015-12-23,Uberlandia-MG (Milho),1.56,25.28,30.23
2015-12-24,Uberlandia-MG (Milho),1.55,25.91,31.82
2015-12-25,Uberlandia-MG (Milho),1.49,24.54,29.25
2015-12-26,Uberlandia-MG (Milho),6.48,23.14,27.1
2015-12-27,Uberlandia-MG (Milho),6.05,23.33,28.21
2015-12-28,Uberlandia-MG (Milho),5.2,22.41,26.28
2015-12-29,Uberlandia-MG (Milho),12.93,21.63,25.25
2015-12-30,Uberlandia-MG (Milho),2.93,22.41,27.23
2015-12-31,Uberlandia-MG (Milho),0.27,23.64,28.27
2016-01-01,Uberlandia-MG (Milho),0.11,23.42,26.5
2016-01-02,Uberlandia-MG (Milho),0.6,24.33,27.89
2016-01-03,Uberlandia-MG (Milho),4.93,23.64,26.87
2016-01-04,Uberlandia-MG (Milho),14.36,22.8,26.02
2016-01-05,Uberlandia-MG (Milho),8.33,23.31,27.66
2016-01-06,Uberlandia-MG (Milho),6.12,23.25,27.53
2016-01-07,Uberlandia-MG (Milho),11.89,24.45,29.08
2016-01-08,Uberlandia-MG (Milho),13.1,23.6,26.81
2016-01-09,Uberlandia-MG (Milho),11.16,23.32,26.74
2016-01-10,Uberlandia-MG (Milho),8.65,23.5,27.55
2016-01-11,Uberlandia-MG (Milho),22.84,23.86,27.31
2016-01-12,Uberlandia-MG (Milho),31.95,23.06,25.76
2016-01-13,Uberlandia-MG (Milho),13.49,22.62,25.29
2016-01-14,Uberlandia-MG (Milho),25.05,22.73,25.79
2016-01-15,Uberlandia-MG (Milho),45.06,22.52,25.23
2016-01-16,Uberlandia-MG (Milho),18.0,22.3,24.54
2016-01-17,Uberlandia-MG (Milho),23.31,23.44,27.36
2016-01-18,Uberlandia-MG (Milho),23.71,24.26,28.98
2016-01-19,Uberlandia-MG (Milho),6.25,24.13,29.15
2016-01-20,Uberlandia-MG (Milho),1.02,24.07,29.12
2016-01-21,Uberlandia-MG (Milho),2.91,23.89,29.28
2016-01-22,Uberlandia-MG (Milho),0.67,23.61,28.56
2016-01-23,Uberlandia-MG (Milho),0.21,23.59,28.19
2016-01-24,Uberlandia-MG (Milho),0.35,23.31,27.33
2016-01-25,Uberlandia-MG (Milho),2.2,23.91,28.02
2016-01-26,Uberlandia-MG (Milho),0.81,24.99,29.28
2016-01-27,Uberlandia-MG (Milho),3.72,23.95,27.18
2016-01-28,Uberlandia-MG (Milho),10.05,23.47,27.22
2016-01-29,Uberlandia-MG (Milho),9.98,22.58,25.32
2016-01-30,Uberlandia-MG (Milho),2.06,23.42,28.24
2016-01-31,Uberlandia-MG (Milho),0.01,23.39,29.12
2016-02-01,Uberlandia-MG (Milho),0.0,23.94,29.6
2016-02-02,Uberlandia-MG (Milho),0.05,24.7,30.12
2016-02-03,Uberlandia-MG (Milho),1.15,24.65,29.68
2016-02-04,Uberlandia-MG (Milho),2.19,24.43,29.15
2016-02-05,Uberlandia-MG (Milho),3.78,24.83,29.57
2016-02-06,Uberlandia-MG (Milho),7.17,24.01,27.41
2016-02-07,Uberlandia-MG (Milho),8.27,23.35,26.98
2016-02-08,Uberlandia-MG (Milho),3.67,22.84,26.87
2016-02-09,Uberlandia-MG (Milho),0.35,24.51,29.91
2016-02-10,Uberlandia-MG (Milho),2.58,24.96,29.93
2016-02-11,Uberlandia-MG (Milho),9.56,25.33,29.75
2016-02-12,Uberlandia-MG (Milho),21.1,24.67,29.18
2016-02-13,Uberlandia-MG (Milho),2.85,24.97,30.07
2016-02-14,Uberlandia-MG (Milho),0.4,25.45,29.76
2016-02-15,Uberlandia-MG (Milho),3.16,23.45,26.12
2016-02-16,Uberlandia-MG (Milho),2.92,23.73,27.45
2016-02-17,Uberlandia-MG (Milho),2.0,24.68,29.63
2016-02-18,Uberlandia-MG (Milho),12.43,24.39,29.28
2016-02-19,Uberlandia-MG (Milho),9.33,23.77,28.55
2016-02-20,Uberlandia-MG (Milho),0.59,23.54,27.88
2016-02-21,Uberlandia-MG (Milho),2.4,24.2,29.09
2016-02-22,Uberlandia-MG (Milho),11.32,22.8,26.16
2016-02-23,Uberlandia-MG (Milho),2.23,22.73,26.09
2016-02-24,Uberlandia-MG (Milho),0.6,23.37,27.79
2016-02-25,Uberlandia-MG (Milho),10.35,22.37,26.88
2016-02-26,Uberlandia-MG (Milho),5.57,23.57,29.04
2016-02-27,Uberlandia-MG (Milho),5.42,23.94,27.95
2016-02-28,Uberlandia-MG (Milho),7.92,23.63,26.78
2016-02-29,Uberlandia-MG (Milho),5.92,22.69,26.32
2016-03-01,Uberlandia-MG (Milho),15.86,22.07,25.16
2016-03-02,Uberlandia-MG (Milho),6.66,22.78,27.45
2016-03-03,Uberlandia-MG (Milho),7.67,23.0,26.86
2016-03-04,Uberlandia-MG (Milho),6.3,22.73,27.21
2016-03-05,Uberlandia-MG (Milho),12.42,22.1,24.71
2016-03-06,Uberlandia-MG (Milho),4.45,23.67,27.77
2016-03-07,Uberlandia-MG (Milho),10.23,22.56,26.03
2016-03-08,Uberlandia-MG (Milho),3.03,23.5,28.13
2016-03-09,Uberlandia-MG (Milho),3.61,23.03,27.42
2016-03-10,Uberlandia-MG (Milho),14.12,22.71,26.13
2016-03-11,Uberlandia-MG (Milho),14.95,23.19,27.15
2016-03-12,Uberlandia-MG (Milho),18.88,23.12,27.37
2016-03-13,Uberlandia-MG (Milho),4.34,23.74,28.82
2016-03-14,Uberlandia-MG (Milho),4.16,23.45,27.59
2016-03-15,Uberlandia-MG (Milho),0.79,22.97,27.03
2016-03-16,Uberlandia-MG (Milho),0.02,21.79,26.43
2016-03-17,Uberlandia-MG (Milho),0.99,22.42,27.04
2016-03-18,Uberlandia-MG (Milho),0.02,23.25,28.59
2016-03-19,Uberlandia-MG (Milho),0.0,23.57,29.53
2016-03-20,Uberlandia-MG (Milho),0.0,23.57,28.97
2016-03-21,Uberlandia-MG (Milho),0.01,23.69,29.43
2016-03-22,Uberlandia-MG (Milho),2.06,24.13,29.99
2016-03-23,Uberlandia-MG (Milho),3.17,24.22,29.27
2016-03-24,Uberlandia-MG (Milho),14.54,23.34,28.24
2016-03-25,Uberlandia-MG (Milho),26.89,22.54,26.35
2016-03-26,Uberlandia-MG (Milho),4.69,23.13,27.27
2016-03-27,Uberlandia-MG (Milho),5.41,23.35,27.48
2016-03-28,Uberlandia-MG (Milho),4.56,23.69,28.34
2016-03-29,Uberlandia-MG (Milho),0.52,24.25,28.85
2016-03-30,Uberlandia-MG (Milho),0.97,22.65,26.76
2016-03-31,Uberlandia-MG (Milho),0.32,22.99,27.7
2016-04-01,Uberlandia-MG (Milho),0.06,23.4,28.73
2016-04-02,Uberlandia-MG (Milho),3.1,23.62,28.54
2016-04-03,Uberlandia-MG (Milho),1.14,23.8,29.65
2016-04-04,Uberlandia-MG (Milho),0.13,24.06,30.11
2016-04-05,Uberlandia-MG (Milho),0.01,24.02,29.37
2016-04-06,Uberlandia-MG (Milho),0.0,23.61,29.23
2016-04-07,Uberlandia-MG (Milho),0.0,23.56,29.68
2016-04-08,Uberlandia-MG (Milho),0.0,23.58,30.19
2016-04-09,Uberlandia-MG (Milho),0.0,23.53,30.54
2016-04-10,Uberlandia-MG (Milho),0.0,23.39,30.39
2016-04-11,Uberlandia-MG (Milho),0.0,23.03,29.95
2016-04-12,Uberlandia-MG (Milho),0.0,22.63,29.78
2016-04-13,Uberlandia-MG (Milho),0.0,23.39,29.5
2016-04-14,Uberlandia-MG (Milho),0.0,23.55,29.86
2016-04-15,Uberlandia-MG (Milho),0.0,23.26,30.24
2016-04-16,Uberlandia-MG (Milho),0.0,23.16,30.14
2016-04-17,Uberlandia-MG (Milho),0.0,23.15,30.01
2016-04-18,Uberlandia-MG (Milho),0.0,23.06,29.38
2016-04-19,Uberlandia-MG (Milho),0.0,22.76,29.45
2016-04-20,Uberlandia-MG (Milho),0.0,23.19,29.08
2016-04-21,Uberlandia-MG (Milho),0.0,23.33,29.5
2016-04-22,Uberlandia-MG (Milho),0.0,23.37,29.77
2016-04-23,Uberlandia-MG (Milho),0.0,23.69,30.13
2016-04-24,Uberlandia-MG (Milho),0.0,23.71,30.19
2016-04-25,Uberlandia-MG (Milho),0.0,23.1,29.89
2016-04-26,Uberlandia-MG (Milho),0.23,23.14,28.62
2016-04-27,Uberlandia-MG (Milho),0.93,19.16,22.62
2016-04-28,Uberlandia-MG (Milho),0.23,16.25,23.03
2016-04-29,Uberlandia-MG (Milho),0.24,19.28,26.96
2016-04-30,Uberlandia-MG (Milho),0.01,18.65,25.47
2016-05-01,Uberlandia-MG (Milho),0.0,17.12,26.07
2016-05-02,Uberlandia-MG (Milho),0.0,19.05,27.78
2016-05-03,Uberlandia-MG (Milho),0.0,20.07,28.4
2016-05-04,Uberlandia-MG (Milho),0.0,19.77,28.21
2016-05-05,Uberlandia-MG (Milho),0.0,20.16,28.77
2016-05-06,Uberlandia-MG (Milho),0.0,21.21,27.97
2016-05-07,Uberlandia-MG (Milho),0.0,21.69,29.44
2016-05-08,Uberlandia-MG (Milho),0.0,22.44,29.12
2016-05-09,Uberlandia-MG (Milho),0.0,22.78,29.27
2016-05-10,Uberlandia-MG (Milho),0.0,22.41,29.58
2016-05-11,Uberlandia-MG (Milho),0.0,22.29,29.18
2016-05-12,Uberlandia-MG (Milho),3.65,22.54,28.93
2016-05-13,Uberlandia-MG (Milho),0.27,22.06,28.11
2016-05-14,Uberlandia-MG (Milho),0.01,22.07,28.81
2016-05-15,Uberlandia-MG (Milho),3.24,22.05,27.93
2016-05-16,Uberlandia-MG (Milho),10.67,21.83,27.2
2016-05-17,Uberlandia-MG (Milho),0.22,21.8,26.97
2016-05-18,Uberlandia-MG (Milho),0.03,21.33,27.58
2016-05-19,Uberlandia-MG (Milho),0.02,22.53,28.95
2016-05-20,Uberlandia-MG (Milho),0.67,22.32,28.42
2016-05-21,Uberlandia-MG (Milho),0.25,22.17,28.15
2016-05-22,Uberlandia-MG (Milho),0.03,22.71,29.05
2016-05-23,Uberlandia-MG (Milho),0.37,19.16,23.72
2016-05-24,Uberlandia-MG (Milho),0.03,18.55,27.01
2016-05-25,Uberlandia-MG (Milho),0.0,20.2,27.08
2016-05-26,Uberlandia-MG (Milho),0.0,20.16,26.52
2016-05-27,Uberlandia-MG (Milho),0.0,20.19,26.58
2016-05-28,Uberlandia-MG (Milho),0.42,20.34,27.18
2016-05-29,Uberlandia-MG (Milho),2.02,20.1,26.69
2016-05-30,Uberlandia-MG (Milho),0.2,20.56,27.8
2016-05-31,Uberlandia-MG (Milho),0.19,21.37,27.84
2016-06-01,Uberlandia-MG (Milho),2.05,22.58,28.59
2016-06-02,Uberlandia-MG (Milho),7.62,21.22,27.07
2016-06-03,Uberlandia-MG (Milho),30.45,19.66,24.84
2016-06-04,Uberlandia-MG (Milho),1.24,21.17,27.37
2016-06-05,Uberlandia-MG (Milho),0.01,22.62,28.37
2016-06-06,Uberlandia-MG (Milho),1.08,21.96,28.1
2016-06-07,Uberlandia-MG (Milho),2.74,19.97,24.93
2016-06-08,Uberlandia-MG (Milho),0.35,17.41,22.89
2016-06-09,Uberlandia-MG (Milho),0.0,16.13,20.33
2016-06-10,Uberlandia-MG (Milho),0.0,17.54,24.03
2016-06-11,Uberlandia-MG (Milho),0.0,15.28,22.49
2016-06-12,Uberlandia-MG (Milho),0.0,13.08,21.19
2016-06-13,Uberlandia-MG (Milho),0.01,14.45,24.02
2016-06-14,Uberlandia-MG (Milho),0.0,17.15,24.99
2016-06-15,Uberlandia-MG (Milho),0.0,18.04,25.16
2016-06-16,Uberlandia-MG (Milho),0.0,17.9,25.4
2016-06-17,Uberlandia-MG (Milho),0.0,17.79,25.85
2016-06-18,Uberlandia-MG (Milho),0.0,17.89,26.46
2016-06-19,Uberlandia-MG (Milho),0.0,17.71,26.64
2016-06-20,Uberlandia-MG (Milho),0.0,17.87,26.39
2016-06-21,Uberlandia-MG (Milho),0.0,19.27,27.02
2016-06-22,Uberlandia-MG (Milho),0.2,19.23,24.3
2016-06-23,Uberlandia-MG (Milho),0.09,19.65,26.54
2016-06-24,Uberlandia-MG (Milho),0.0,19.68,27.01
2016-06-25,Uberlandia-MG (Milho),0.0,19.3,25.88
2016-06-26,Uberlandia-MG (Milho),0.0,17.8,24.73
2016-06-27,Uberlandia-MG (Milho),0.0,17.21,24.34
2016-06-28,Uberlandia-MG (Milho),0.0,17.63,24.62
2016-06-29,Uberlandia-MG (Milho),0.0,17.99,24.6
2016-06-30,Uberlandia-MG (Milho),0.0,18.62,25.46
2016-07-01,Uberlandia-MG (Milho),0.0,19.77,26.27
2016-07-02,Uberlandia-MG (Milho),0.0,18.4,25.85
2016-07-03,Uberlandia-MG (Milho),0.0,18.87,25.91
2016-07-04,Uberlandia-MG (Milho),0.0,18.51,25.95
2016-07-05,Uberlandia-MG (Milho),0.0,19.38,26.09
2016-07-06,Uberlandia-MG (Milho),0.0,20.67,27.16
2016-07-07,Uberlandia-MG (Milho),0.01,19.7,26.75
2016-07-08,Uberlandia-MG (Milho),0.0,17.44,25.33
2016-07-09,Uberlandia-MG (Milho),0.0,19.64,28.52
2016-07-10,Uberlandia-MG (Milho),0.0,21.14,28.88
2016-07-11,Uberlandia-MG (Milho),0.0,21.48,29.31
2016-07-12,Uberlandia-MG (Milho),0.0,21.43,29.41
2016-07-13,Uberlandia-MG (Milho),0.0,21.23,29.28
2016-07-14,Uberlandia-MG (Milho),0.0,21.28,29.33
2016-07-15,Uberlandia-MG (Milho),0.0,21.7,29.57
2016-07-16,Uberlandia-MG (Milho),0.0,21.62,29.87
2016-07-17,Uberlandia-MG (Milho),0.0,15.94,24.09
2016-07-18,Uberlandia-MG (Milho),0.0,15.31,26.53
2016-07-19,Uberlandia-MG (Milho),0.0,17.76,28.31
2016-07-20,Uberlandia-MG (Milho),0.0,18.51,28.0
2016-07-21,Uberlandia-MG (Milho),0.0,18.6,27.66
2016-07-22,Uberlandia-MG (Milho),0.0,18.57,27.51
2016-07-23,Uberlandia-MG (Milho),0.0,20.04,28.81
2016-07-24,Uberlandia-MG (Milho),0.0,20.8,28.51
2016-07-25,Uberlandia-MG (Milho),0.0,20.08,28.07
2016-07-26,Uberlandia-MG (Milho),0.0,20.75,28.01
2016-07-27,Uberlandia-MG (Milho),0.0,21.89,29.76
2016-07-28,Uberlandia-MG (Milho),0.0,21.82,30.13
2016-07-29,Uberlandia-MG (Milho),0.0,21.36,28.89
2016-07-30,Uberlandia-MG (Milho),0.0,20.87,28.16
2016-07-31,Uberlandia-MG (Milho),0.0,19.97,27.59
2016-08-01,Uberlandia-MG (Milho),0.0,19.81,26.83
2016-08-02,Uberlandia-MG (Milho),0.0,20.44,28.39
2016-08-03,Uberlandia-MG (Milho),0.0,20.49,28.24
2016-08-04,Uberlandia-MG (Milho),0.0,21.17,27.92
2016-08-05,Uberlandia-MG (Milho),0.0,20.97,28.51
2016-08-06,Uberlandia-MG (Milho),0.0,21.67,29.24
2016-08-07,Uberlandia-MG (Milho),0.0,23.0,30.65
2016-08-08,Uberlandia-MG (Milho),0.0,24.3,31.38
2016-08-09,Uberlandia-MG (Milho),0.0,22.54,31.73
2016-08-10,Uberlandia-MG (Milho),0.0,22.04,30.62
2016-08-11,Uberlandia-MG (Milho),0.0,18.82,26.85
2016-08-12,Uberlandia-MG (Milho),0.0,18.11,29.82
2016-08-13,Uberlandia-MG (Milho),0.0,21.58,30.21
2016-08-14,Uberlandia-MG (Milho),0.0,24.01,32.46
2016-08-15,Uberlandia-MG (Milho),5.61,23.45,31.17
2016-08-16,Uberlandia-MG (Milho),7.78,23.48,29.9
2016-08-17,Uberlandia-MG (Milho),0.19,23.62,31.02
2016-08-18,Uberlandia-MG (Milho),0.0,24.34,32.03
2016-08-19,Uberlandia-MG (Milho),0.01,24.16,32.8
2016-08-20,Uberlandia-MG (Milho),2.78,25.4,32.67
2016-08-21,Uberlandia-MG (Milho),8.78,18.92,22.0
2016-08-22,Uberlandia-MG (Milho),0.01,16.33,24.05
2016-08-23,Uberlandia-MG (Milho),0.0,19.85,29.44
2016-08-24,Uberlandia-MG (Milho),0.01,22.28,30.05
2016-08-25,Uberlandia-MG (Milho),0.0,21.87,29.86
2016-08-26,Uberlandia-MG (Milho),0.0,21.22,29.48
2016-08-27,Uberlandia-MG (Milho),0.0,21.33,30.03
2016-08-28,Uberlandia-MG (Milho),0.0,23.35,31.43
2016-08-29,Uberlandia-MG (Milho),0.01,24.02,31.55
2016-08-30,Uberlandia-MG (Milho),0.13,24.31,31.42
2016-08-31,Uberlandia-MG (Milho),0.04,22.91,30.26
2016-09-01,Uberlandia-MG (Milho),0.67,23.85,31.99
2016-09-02,Uberlandia-MG (Milho),0.12,24.78,31.81
2016-09-03,Uberlandia-MG (Milho),0.0,23.68,30.07
2016-09-04,Uberlandia-MG (Milho),0.0,22.32,29.51
2016-09-05,Uberlandia-MG (Milho),0.05,23.14,30.53
2016-09-06,Uberlandia-MG (Milho),0.28,22.96,30.41
2016-09-07,Uberlandia-MG (Milho),0.0,23.16,31.52
2016-09-08,Uberlandia-MG (Milho),0.0,22.33,31.39
2016-09-09,Uberlandia-MG (Milho),0.0,24.42,33.12
2016-09-10,Uberlandia-MG (Milho),0.0,25.23,32.6
2016-09-11,Uberlandia-MG (Milho),0.0,26.06,32.85
2016-09-12,Uberlandia-MG (Milho),0.0,25.35,32.96
2016-09-13,Uberlandia-MG (Milho),0.0,26.13,34.05
2016-09-14,Uberlandia-MG (Milho),0.0,26.1,34.73
2016-09-15,Uberlandia-MG (Milho),0.0,24.35,33.64
2016-09-16,Uberlandia-MG (Milho),0.0,26.11,34.41
2016-09-17,Uberlandia-MG (Milho),1.68,27.94,35.66
2016-09-18,Uberlandia-MG (Milho),0.31,27.54,34.43
2016-09-19,Uberlandia-MG (Milho),1.66,28.54,36.28
2016-09-20,Uberlandia-MG (Milho),1.53,24.96,31.26
2016-09-21,Uberlandia-MG (Milho),0.0,23.67,32.67
2016-09-22,Uberlandia-MG (Milho),0.0,23.79,33.35
2016-09-23,Uberlandia-MG (Milho),2.0,26.34,33.27
2016-09-24,Uberlandia-MG (Milho),5.02,25.24,32.18
2016-09-25,Uberlandia-MG (Milho),0.01,24.32,33.1
2016-09-26,Uberlandia-MG (Milho),0.03,24.41,32.83
2016-09-27,Uberlandia-MG (Milho),0.0,23.8,32.49
2016-09-28,Uberlandia-MG (Milho),0.13,24.57,33.51
2016-09-29,Uberlandia-MG (Milho),0.02,24.95,34.67
2016-09-30,Uberlandia-MG (Milho),0.0,25.38,35.68
2016-10-01,Uberlandia-MG (Milho),0.06,26.22,35.61
2016-10-02,Uberlandia-MG (Milho),1.8,26.29,33.39
2016-10-03,Uberlandia-MG (Milho),10.33,24.64,31.56
2016-10-04,Uberlandia-MG (Milho),26.63,21.72,25.19
2016-10-05,Uberlandia-MG (Milho),3.45,21.3,25.54
2016-10-06,Uberlandia-MG (Milho),0.7,21.45,27.84
2016-10-07,Uberlandia-MG (Milho),0.0,19.24,27.38
2016-10-08,Uberlandia-MG (Milho),0.0,21.9,30.33
2016-10-09,Uberlandia-MG (Milho),0.0,23.72,32.59
2016-10-10,Uberlandia-MG (Milho),0.14,25.1,33.34
2016-10-11,Uberlandia-MG (Milho),5.87,24.84,30.41
2016-10-12,Uberlandia-MG (Milho),0.04,23.83,29.15
2016-10-13,Uberlandia-MG (Milho),4.52,23.76,29.88
2016-10-14,Uberlandia-MG (Milho),6.0,24.14,30.33
2016-10-15,Uberlandia-MG (Milho),2.14,24.9,31.13
2016-10-16,Uberlandia-MG (Milho),0.42,26.35,33.15
2016-10-17,Uberlandia-MG (Milho),0.81,27.29,34.14
2016-10-18,Uberlandia-MG (Milho),0.55,27.31,33.84
2016-10-19,Uberlandia-MG (Milho),11.85,27.35,33.0
2016-10-20,Uberlandia-MG (Milho),5.22,27.61,32.66
2016-10-21,Uberlandia-MG (Milho),5.46,24.59,29.86
2016-10-22,Uberlandia-MG (Milho),4.28,24.01,29.35
2016-10-23,Uberlandia-MG (Milho),1.22,25.15,31.41
2016-10-24,Uberlandia-MG (Milho),0.09,25.55,32.06
2016-10-25,Uberlandia-MG (Milho),0.06,26.79,33.42
2016-10-26,Uberlandia-MG (Milho),0.4,27.77,34.27
2016-10-27,Uberlandia-MG (Milho),1.1,24.91,29.64
2016-10-28,Uberlandia-MG (Milho),0.01,23.14,30.49
2016-10-29,Uberlandia-MG (Milho),0.02,24.15,33.65
2016-10-30,Uberlandia-MG (Milho),11.11,24.71,32.08
2016-10-31,Uberlandia-MG (Milho),22.77,23.38,28.68
2016-11-01,Uberlandia-MG (Milho),1.99,22.66,28.04
2016-11-02,Uberlandia-MG (Milho),1.46,24.06,29.8
2016-11-03,Uberlandia-MG (Milho),3.6,24.0,29.3
2016-11-04,Uberlandia-MG (Milho),3.97,22.2,25.89
2016-11-05,Uberlandia-MG (Milho),0.48,22.42,27.43
2016-11-06,Uberlandia-MG (Milho),0.13,22.32,27.69
2016-11-07,Uberlandia-MG (Milho),10.13,23.15,28.49
2016-11-08,Uberlandia-MG (Milho),3.88,23.57,30.08
2016-11-09,Uberlandia-MG (Milho),0.28,24.73,29.96
2016-11-10,Uberlandia-MG (Milho),7.52,24.43,28.77
2016-11-11,Uberlandia-MG (Milho),3.55,24.64,29.21
2016-11-12,Uberlandia-MG (Milho),9.5,22.9,26.16
2016-11-13,Uberlandia-MG (Milho),41.6,21.33,24.01
2016-11-14,Uberlandia-MG (Milho),26.86,21.33,24.19
2016-11-15,Uberlandia-MG (Milho),3.44,22.85,28.34
